Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations,tempmax,tempmin,feelslikemax,feelslikemin,precipcover,sunrise,sunset,moonphase,description,datetimeEpoch,pressure,sunriseEpoch,sunsetEpoch,source,hours
0.0,0.0,0.0,zaragoza,2022-12-01T00:00:00,43.82083333333333,40.9375,38.016666666666666,81.04333333333334,0.0,0.0,,0.0,0.0,11.383333333333333,6.95,280.3333333333333,1017.5625,51.5,6.466666666666666,,,,,Partially cloudy,partly-cloudy-night,"08160099999,LEZG,08094099999",,,,,,,,,,,,,,,
1.0,1.0,1.0,zaragoza,2022-12-02T00:00:00,43.77916666666667,41.270833333333336,35.05,71.94416666666667,0.0,0.0,,0.0,0.0,9.5375,5.016666666666667,254.54583333333335,1015.95,52.9125,6.9125000000000005,,,,,Partially cloudy,partly-cloudy-day,"08160099999,LEZG,08094099999",,,,,,,,,,,,,,,
2.0,2.0,2.0,zaragoza,2022-12-03T00:00:00,38.0375,36.25833333333333,35.979166666666664,92.40041666666669,0.0001666666666666,4.166666666666667,rain,0.0,0.0,5.0874999999999995,3.4250000000000003,122.35833333333332,1010.0875,90.575,3.625,,,,,Overcast,cloudy,"08160099999,LEZG,08094099999",,,,,,,,,,,,,,,
3.0,3.0,3.0,zaragoza,2022-12-04T00:00:00,41.25,40.141666666666666,37.69583333333333,87.33666666666666,0.0,0.0,,0.0,0.0,4.958333333333333,2.9791666666666665,139.70833333333334,1012.0666666666666,80.38333333333334,3.795833333333333,,,,,Overcast,cloudy,"08160099999,LEZG,08094099999",,,,,,,,,,,,,,,
4.0,4.0,4.0,zaragoza,2022-12-05T00:00:00,41.09166666666667,38.4,38.44583333333333,90.47875,0.000625,4.166666666666667,rain,0.0,0.0,8.112499999999999,4.4624999999999995,98.33333333333331,1017.5166666666668,96.5875,4.079166666666667,,,,,Overcast,cloudy,"08160099999,LEZG,08094099999",,,,,,,,,,,,,,,
5.0,5.0,5.0,zaragoza,2022-12-06T00:00:00,45.8,44.7625,44.2375,94.41291666666666,0.000375,8.333333333333334,rain,0.0,0.0,5.166666666666667,4.016666666666667,257.75,1016.425,81.46249999999999,2.85,,,,,Partially cloudy,cloudy,"08160099999,LEZG,08094099999",,,,,,,,,,,,,,,
6.0,6.0,6.0,zaragoza,2022-12-07T00:00:00,46.62916666666666,45.3875,45.02916666666667,94.27625,0.0,0.0,,0.0,0.0,5.8500000000000005,3.5416666666666665,171.41666666666666,1014.7333333333332,84.27499999999999,2.4250000000000003,,,,,Overcast,cloudy,"08160099999,LEZG,08094099999",,,,,,,,,,,,,,,
7.0,7.0,7.0,zaragoza,2022-12-08T00:00:00,47.3625,43.8625,46.604166666666664,97.18083333333334,0.0055416666666666,33.333333333333336,rain,0.0,0.0,11.579166666666666,7.641666666666667,100.66666666666669,1006.175,100.0,2.4916666666666667,,,,,Overcast,cloudy,"08160099999,LEZG,08094099999",,,,,,,,,,,,,,,
8.0,8.0,8.0,zaragoza,2022-12-09T00:00:00,49.68333333333334,48.0875,48.75,96.70416666666668,0.009,25.0,rain,0.0,0.0,5.333333333333333,5.704166666666667,147.66666666666666,1000.4166666666666,96.89583333333331,2.3041666666666667,,,,,Overcast,cloudy,"08160099999,LEZG,08094099999",,,,,,,,,,,,,,,
9.0,9.0,9.0,zaragoza,2022-12-10T00:00:00,45.67083333333333,38.958333333333336,35.545833333333334,68.48333333333333,0.00125,4.166666666666667,rain,0.0,0.0,30.59583333333333,19.133333333333333,294.5416666666667,1008.4916666666668,44.53333333333333,7.291666666666667,,,,,Partially cloudy,partly-cloudy-night,"08160099999,LEZG,08094099999",,,,,,,,,,,,,,,
10.0,10.0,10.0,zaragoza,2022-12-11T00:00:00,38.93333333333333,36.1875,35.31666666666667,86.97000000000001,0.0015833333333333,12.5,rain,0.0,0.0,7.008333333333333,4.7625,178.33333333333334,1008.3458333333332,88.59166666666665,6.154166666666666,,,,,Overcast,cloudy,"08160099999,LEZG,08094099999",,,,,,,,,,,,,,,
11.0,11.0,11.0,zaragoza,2022-12-12T00:00:00,42.270833333333336,38.00833333333333,41.020833333333336,95.29416666666668,0.0024166666666666,33.333333333333336,rain,0.0,0.0,10.320833333333333,7.395833333333333,149.29166666666666,1006.8375,86.63333333333333,5.2749999999999995,,,,,Partially cloudy,partly-cloudy-night,"08160099999,LEZG,08094099999",,,,,,,,,,,,,,,
12.0,12.0,12.0,zaragoza,2022-12-13T00:00:00,46.14166666666667,43.57916666666667,45.60833333333333,98.0275,0.02175,29.166666666666668,rain,0.0,0.0,10.495833333333334,5.7,124.95833333333331,1003.3541666666666,87.67083333333333,3.275,,,,,Overcast,cloudy,"08160099999,LEZG,08094099999",,,,,,,,,,,,,,,
13.0,13.0,13.0,zaragoza,2022-12-14T00:00:00,53.61666666666667,52.42083333333333,49.12083333333334,86.07791666666667,0.0085833333333333,16.666666666666668,rain,0.0,0.0,12.4625,6.241666666666667,165.45833333333334,1002.7833333333332,55.025,6.666666666666667,,,,,Partially cloudy,partly-cloudy-night,"08160099999,LEZG,08094099999",,,,,,,,,,,,,,,
14.0,14.0,14.0,zaragoza,2022-12-15T00:00:00,53.87083333333334,53.74583333333334,48.041666666666664,81.31875,0.0006666666666666,16.666666666666668,rain,0.0,0.0,17.025000000000002,6.758333333333333,215.04166666666663,998.4583333333334,64.925,7.091666666666666,,,,,Partially cloudy,partly-cloudy-night,"08160099999,LEZG,08094099999",,,,,,,,,,,,,,,
15.0,15.0,15.0,zaragoza,2022-12-16T00:00:00,49.51666666666667,48.3125,44.175,82.01083333333334,0.0,0.0,,0.0,0.0,18.9375,6.270833333333333,219.75,1007.6208333333334,58.24166666666667,7.716666666666668,,,,,Partially cloudy,partly-cloudy-night,LEZG,,,,,,,,,,,,,,,
16.0,16.0,16.0,zaragoza,2022-12-17T00:00:00,45.57083333333333,44.270833333333336,40.40416666666667,82.71625,0.0,0.0,,0.0,0.0,7.766666666666667,4.070833333333334,189.25,1018.6041666666666,24.8125,7.020833333333333,,,,,Partially cloudy,partly-cloudy-night,"08160099999,LEZG,08094099999",,,,,,,,,,,,,,,
17.0,17.0,17.0,zaragoza,2022-12-18T00:00:00,46.71666666666667,45.19583333333333,42.8625,86.99416666666667,0.0,0.0,,0.0,0.0,8.054166666666667,5.55,101.75,1026.3041666666666,53.55833333333334,6.2875000000000005,,,,,Partially cloudy,partly-cloudy-night,"08160099999,LEZG,08094099999",,,,,,,,,,,,,,,
18.0,18.0,18.0,zaragoza,2022-12-19T00:00:00,48.00416666666666,45.45416666666667,46.125,93.37125,0.0,0.0,,0.0,0.0,11.1625,7.175,117.58333333333331,1027.3,90.0625,3.475,,,,,Overcast,cloudy,"08160099999,LEZG,08094099999",,,,,,,,,,,,,,,
19.0,19.0,19.0,zaragoza,2022-12-20T00:00:00,48.90833333333333,46.42916666666667,47.325,94.33375,0.0,0.0,,0.0,0.0,13.358333333333334,8.008333333333333,109.45833333333331,1022.9916666666668,83.06666666666666,3.2708333333333335,,,,,Overcast,cloudy,"08160099999,LEZG,08094099999",,,,,,,,,,,,,,,
20.0,20.0,20.0,zaragoza,2022-12-21T00:00:00,51.40416666666667,50.89166666666667,45.7375,83.09208333333333,0.0,0.0,,0.0,0.0,17.9125,6.579166666666667,210.83333333333337,1022.2541666666666,56.70416666666667,4.654166666666667,,,,,Partially cloudy,partly-cloudy-night,"08160099999,LEZG,08094099999",,,,,,,,,,,,,,,
21.0,21.0,21.0,zaragoza,2022-12-22T00:00:00,54.25,53.925,48.13333333333333,80.86166666666666,0.0,0.0,,0.0,0.0,21.725,5.325,240.58333333333337,1024.3583333333331,43.74583333333334,7.395833333333333,,,,,Partially cloudy,cloudy,"08160099999,LEZG,08094099999",,,,,,,,,,,,,,,
22.0,22.0,22.0,zaragoza,2022-12-23T00:00:00,59.8625,59.8625,49.45,68.61625,0.0,0.0,,0.0,0.0,23.233333333333334,9.95,237.95833333333337,1023.1125,41.87083333333333,7.454166666666667,,,,,Clear,clear-night,"08160099999,LEZG,08094099999",,,,,,,,,,,,,,,
23.0,23.0,23.0,zaragoza,2022-12-24T00:00:00,55.208333333333336,54.98333333333333,46.48333333333333,72.9575,0.0,0.0,,0.0,0.0,10.683333333333332,7.6375,140.33333333333334,1021.0708333333332,38.75416666666667,7.725,,,,,Clear,clear-day,"08160099999,08094099999",,,,,,,,,,,,,,,
24.0,24.0,24.0,zaragoza,2022-12-25T00:00:00,48.041666666666664,46.03333333333333,45.00833333333333,89.59291666666667,0.0,0.0,,0.0,0.0,7.558333333333334,5.420833333333333,108.625,1020.825,49.395833333333336,7.033333333333334,,,,,Partially cloudy,clear-night,"08160099999,LEZG,08094099999",,,,,,,,,,,,,,,
25.0,25.0,25.0,zaragoza,2022-12-26T00:00:00,48.1125,46.75,43.99583333333334,86.95208333333333,0.0,0.0,,0.0,0.0,4.8,4.341666666666667,162.04166666666666,1026.8958333333333,43.791666666666664,4.804166666666666,,,,,Partially cloudy,clear-night,"08160099999,LEZG,08094099999",,,,,,,,,,,,,,,
26.0,26.0,26.0,zaragoza,2022-12-27T00:00:00,46.90416666666667,46.61666666666667,42.95,87.17208333333333,0.0,0.0,,0.0,0.0,5.241666666666666,2.525,151.75,1030.3916666666669,13.2375,5.175,,,,,Clear,clear-night,"08160099999,LEZG,08094099999",,,,,,,,,,,,,,,
27.0,27.0,27.0,zaragoza,2022-12-28T00:00:00,45.17916666666667,43.025,42.30833333333333,90.40041666666669,0.0,0.0,,0.0,0.0,5.641666666666667,5.341666666666666,115.5,1025.6416666666669,29.691666666666663,5.170833333333333,,,,,Clear,clear-night,"08160099999,LEZG,08094099999",,,,,,,,,,,,,,,
28.0,28.0,28.0,zaragoza,2022-12-29T00:00:00,51.2,49.82916666666667,44.4875,78.99541666666667,0.000625,4.166666666666667,rain,0.0,0.0,11.620833333333332,6.4375,151.33333333333334,1020.9583333333334,67.41666666666667,7.7375,,,,,Partially cloudy,partly-cloudy-day,"08160099999,LEZG,08094099999",,,,,,,,,,,,,,,
29.0,29.0,29.0,zaragoza,2022-12-30T00:00:00,58.50416666666666,58.50416666666666,46.95416666666667,66.73375,0.0,0.0,,0.0,0.0,16.895833333333332,10.683333333333332,209.91666666666663,1020.9666666666668,49.604166666666664,7.583333333333333,,,,,Partially cloudy,partly-cloudy-night,"08160099999,LEZG,08094099999",,,,,,,,,,,,,,,
30.0,30.0,30.0,zaragoza,2022-12-31T00:00:00,52.92083333333333,52.19583333333333,42.325,68.61958333333332,0.0,0.0,,0.0,0.0,8.545833333333333,5.291666666666667,122.125,1025.1583333333333,34.829166666666666,7.891666666666667,,,,,Partially cloudy,partly-cloudy-night,"08160099999,LEZG,08094099999",,,,,,,,,,,,,,,
31.0,31.0,31.0,zaragoza,2023-01-01T00:00:00,47.94583333333333,46.22083333333333,43.11666666666667,83.76583333333333,0.0,0.0,,0.0,0.0,10.870833333333332,6.558333333333334,97.25,1023.8291666666664,42.7125,7.1125,82.125,0.2875,0.7916666666666666,10.0,Partially cloudy,partly-cloudy-night,"08160099999,LEZG,08094099999",,,,,,,,,,,,,,,
