,visits_pred,visits_truth,visits_error,zone,date,new_visits_pred,new_visits_truth,new_visits_error,recurrents_pred,recurrents_truth,recurrents_error,visitors_unique_pred,visitors_unique_truth,visitors_unique_error
100,3728.655868799605,3227.0,15.54558006816253,plaza_jardin,2023-09-11,289.2504910295179,234.0,23.611320952785423,3181.8275177088613,2492.0,27.681682091045793,3020.975614704278,2726.0,10.82082225620976
101,3717.163955802149,3227.0,15.189462528730985,plaza_jardin,2023-09-11,327.6358000058857,234.0,40.0152991478144,3028.7164500252707,2492.0,21.537578251415358,3105.241909038087,2726.0,13.912028944904154
102,3843.1020143076903,3360.0,14.37803614010983,plaza_jardin,2023-09-12,285.4381366987219,305.0,6.413725672550195,2741.442034693993,2517.0,8.917045478505873,3217.9688899721205,2822.0,14.03149858157762
103,3431.5051076556547,3360.0,2.128128204037342,plaza_jardin,2023-09-12,321.8157709326184,305.0,5.513367518891285,2615.072118280696,2517.0,3.8963892840959886,2744.194420134403,2822.0,2.7571077202550276
104,3168.573914072571,3360.0,5.697204938316342,plaza_jardin,2023-09-12,286.6533110841862,305.0,6.015307841250421,2677.9611350937184,2517.0,6.394959677938754,2556.695484618621,2822.0,9.40129395398225
105,3301.1702514414624,3360.0,1.750885373766001,plaza_jardin,2023-09-12,314.45760640543654,305.0,3.10085455915952,2389.3936551106194,2517.0,5.069779296359975,2652.545402775239,2822.0,6.004769568559925
106,3436.249378061048,3360.0,2.2693267280073806,plaza_jardin,2023-09-12,287.83247452634413,305.0,5.628696876608482,2526.3226621409212,2517.0,0.3703878482686229,2706.2968721288466,2822.0,4.100039967085519
107,3326.1535460461077,3360.0,1.0073349391039361,plaza_jardin,2023-09-12,307.78800031018085,305.0,0.9140984623543765,2717.038303847992,2517.0,7.947489227174899,2696.9992360441493,2822.0,4.429509707861472
424,20837.0,20837.0,0.0,zona_a,2023-09-12,1508.0,1508.0,0.0,16682.0,16682.0,0.0,18190.0,18190.0,0.0
425,20837.0,20837.0,0.0,zona_a,2023-09-12,1508.0,1508.0,0.0,16682.0,16682.0,0.0,18190.0,18190.0,0.0
426,20837.0,20837.0,0.0,zona_a,2023-09-12,1508.0,1508.0,0.0,16682.0,16682.0,0.0,18190.0,18190.0,0.0
427,20837.0,20837.0,0.0,zona_a,2023-09-12,1508.0,1508.0,0.0,16682.0,16682.0,0.0,18190.0,18190.0,0.0
428,20837.0,20837.0,0.0,zona_a,2023-09-12,1508.0,1508.0,0.0,16682.0,16682.0,0.0,18190.0,18190.0,0.0
429,20837.0,20837.0,0.0,zona_a,2023-09-12,1508.0,1508.0,0.0,16682.0,16682.0,0.0,18190.0,18190.0,0.0
430,20837.0,20837.0,0.0,zona_a,2023-09-12,1508.0,1508.0,0.0,16682.0,16682.0,0.0,18190.0,18190.0,0.0
431,20837.0,20837.0,0.0,zona_a,2023-09-12,1508.0,1508.0,0.0,16682.0,16682.0,0.0,18190.0,18190.0,0.0
316,7170.0,7170.0,0.0,zona_b,2023-09-12,639.0,639.0,0.0,5111.0,5111.0,0.0,5750.0,5750.0,0.0
317,7170.0,7170.0,0.0,zona_b,2023-09-12,639.0,639.0,0.0,5111.0,5111.0,0.0,5750.0,5750.0,0.0
318,7170.0,7170.0,0.0,zona_b,2023-09-12,639.0,639.0,0.0,5111.0,5111.0,0.0,5750.0,5750.0,0.0
319,7170.0,7170.0,0.0,zona_b,2023-09-12,639.0,639.0,0.0,5111.0,5111.0,0.0,5750.0,5750.0,0.0
320,7170.0,7170.0,0.0,zona_b,2023-09-12,639.0,639.0,0.0,5111.0,5111.0,0.0,5750.0,5750.0,0.0
321,7170.0,7170.0,0.0,zona_b,2023-09-12,639.0,639.0,0.0,5111.0,5111.0,0.0,5750.0,5750.0,0.0
322,7170.0,7170.0,0.0,zona_b,2023-09-12,639.0,639.0,0.0,5111.0,5111.0,0.0,5750.0,5750.0,0.0
323,7170.0,7170.0,0.0,zona_b,2023-09-12,639.0,639.0,0.0,5111.0,5111.0,0.0,5750.0,5750.0,0.0
100,5138.551367450135,2995.0,71.57099724374409,zona_c,2023-09-11,979.0844819543809,357.0,174.25335628974256,3933.8980984673153,1927.0,104.14624278501896,5142.961124621146,2284.0,125.17342927413073
101,4498.769009890992,2995.0,50.2093158561266,zona_c,2023-09-11,866.5204839179182,357.0,142.72282462686786,3540.696657250165,1927.0,83.74139373379165,4350.46398353857,2284.0,90.4756560218288
102,3895.98759822175,3163.0,23.173809618139423,zona_c,2023-09-12,764.3656812682038,423.0,80.7011066827905,2976.1249403846396,1967.0,51.3027422666314,3997.2296550163755,2390.0,67.24810272035045
103,3417.3474916307746,3163.0,8.041337073372576,zona_c,2023-09-12,679.6909775944077,423.0,60.683446239812696,2745.6715650584856,1967.0,39.58675978945021,3187.6525951272924,2390.0,33.3745855701796
104,2665.386100054122,3163.0,15.732339549348026,zona_c,2023-09-12,512.920006715814,423.0,21.257684802792905,2236.9113967661424,1967.0,13.721982550388532,2793.013792627923,2390.0,16.862501783595107
105,2611.8221546895666,3163.0,17.42579340216356,zona_c,2023-09-12,399.04692288888964,423.0,5.662665983714033,2235.245725494836,1967.0,13.63730175367747,2188.1697888642175,2390.0,8.444778708610148
106,2316.6954395265893,3163.0,26.756388253980735,zona_c,2023-09-12,327.68042501489276,423.0,22.53417848347689,2146.9444560602733,1967.0,9.148167567883746,1964.3785701987626,2390.0,17.808428025156374
107,2493.3920535058387,3163.0,21.17002676238259,zona_c,2023-09-12,310.33103291703105,423.0,26.63568961772316,2643.249627146565,1967.0,34.37974718589554,1788.4491930537188,2390.0,25.169489830388336
316,9463.0,9463.0,0.0,zona_d,2023-09-12,668.0,668.0,0.0,6956.0,6956.0,0.0,7624.0,7624.0,0.0
317,9463.0,9463.0,0.0,zona_d,2023-09-12,668.0,668.0,0.0,6956.0,6956.0,0.0,7624.0,7624.0,0.0
318,9463.0,9463.0,0.0,zona_d,2023-09-12,668.0,668.0,0.0,6956.0,6956.0,0.0,7624.0,7624.0,0.0
319,9463.0,9463.0,0.0,zona_d,2023-09-12,668.0,668.0,0.0,6956.0,6956.0,0.0,7624.0,7624.0,0.0
320,9463.0,9463.0,0.0,zona_d,2023-09-12,668.0,668.0,0.0,6956.0,6956.0,0.0,7624.0,7624.0,0.0
321,9463.0,9463.0,0.0,zona_d,2023-09-12,668.0,668.0,0.0,6956.0,6956.0,0.0,7624.0,7624.0,0.0
322,9463.0,9463.0,0.0,zona_d,2023-09-12,668.0,668.0,0.0,6956.0,6956.0,0.0,7624.0,7624.0,0.0
323,9463.0,9463.0,0.0,zona_d,2023-09-12,668.0,668.0,0.0,6956.0,6956.0,0.0,7624.0,7624.0,0.0
100,3899.1399632384732,4248.0,8.212336081956845,zona_e,2023-09-11,608.3835412755909,614.0,0.9147326912718381,3013.1192745917856,2972.0,1.383555672671117,3626.523322670544,3586.0,1.130042461532183
101,3817.215216194569,4248.0,10.14088474118246,zona_e,2023-09-11,597.0558391021984,614.0,2.7596353253748482,3088.5709437149862,2972.0,3.9223063161166296,3654.6493053806407,3586.0,1.914369921378715
102,4014.839797962397,4612.0,12.947966219375608,zona_e,2023-09-12,599.9964189395242,599.0,0.16634706836798546,3113.417382860211,3253.0,4.290888937589576,3691.1263569802177,3852.0,4.176366641219687
103,4332.977832271536,4612.0,6.04991690651484,zona_e,2023-09-12,599.7366619360627,599.0,0.12298195927590318,3158.3510378498595,3253.0,2.9095899830968492,3727.965763397304,3852.0,3.2199957581177614
104,4448.156555056009,4612.0,3.55254650789226,zona_e,2023-09-12,600.1947317800665,599.0,0.19945438732328724,3183.026484739014,3253.0,2.1510456581920074,3768.38870118604,3852.0,2.170594465575281
105,4398.0440017548835,4612.0,4.639115313207209,zona_e,2023-09-12,600.4917950148987,599.0,0.24904758178609093,3251.681167280105,3253.0,0.0405420448784199,3811.2435484060584,3852.0,1.0580594910161376
106,4454.408748922273,4612.0,3.416982894139789,zona_e,2023-09-12,600.8249715941794,599.0,0.3046697152219322,3198.5096952421327,3253.0,1.6750785354401263,3857.0844416574914,3852.0,0.13199485092137656
107,4474.880835918715,4612.0,2.9730954917884844,zona_e,2023-09-12,601.15004804854,599.0,0.35893957404675175,3303.023075031403,3253.0,1.5377520759730432,3905.8001284990746,3852.0,1.3966803867880222
100,5601.407105683449,5435.0,3.06176827384451,zona_f,2023-09-11,809.7004397876331,591.0,37.00515055628309,4114.855638877901,4057.0,1.4260694818314192,4974.102639631575,4648.0,7.015977616858319
101,5537.990301391346,5435.0,1.8949457477708609,zona_f,2023-09-11,703.6933109019685,591.0,19.0682421153923,4121.832523119832,4057.0,1.5980409938336784,4892.62709905765,4648.0,5.26306151156735
102,5434.761216821616,5492.0,1.0422211066712388,zona_f,2023-09-12,626.165405101973,540.0,15.956556500365362,3964.8502948975542,4000.0,0.8787426275611437,4731.316647824734,4540.0,4.214023079839955
103,5492.846940850399,5492.0,0.015421355615419217,zona_f,2023-09-12,525.6356626296697,540.0,2.6600624759870932,3961.586910528234,4000.0,0.9603272367941486,4674.212863227033,4540.0,2.956230467555799
104,5427.193330809415,5492.0,1.180019468146124,zona_f,2023-09-12,553.9533428253378,540.0,2.583952375062558,3936.261390828822,4000.0,1.5934652292794453,4592.392188411772,4540.0,1.1540129606117118
105,5478.5940721505685,5492.0,0.2440991960930711,zona_f,2023-09-12,396.7875722827125,540.0,26.52081994764583,4009.6941304595243,4000.0,0.24235326148810826,4524.662081440376,4540.0,0.3378396158507508
106,5421.320474250047,5492.0,1.286954219773369,zona_f,2023-09-12,332.38105785102584,540.0,38.44795224981003,4039.7875726026627,4000.0,0.9946893150665687,4631.308742074542,4540.0,2.011205772567012
107,5466.978757906852,5492.0,0.4555943571221491,zona_f,2023-09-12,437.96975512058,540.0,18.89448979248519,4058.9122305213627,4000.0,1.4728057630340687,4630.262389387212,4540.0,1.9881583565465277
100,3744.1570797462978,3548.0,5.528666283717524,zona_g,2023-09-11,850.6785933091209,711.0,19.645371773434718,2397.4991732642634,2233.0,7.366734136330649,3435.293298083318,2944.0,16.68795170119966
101,3594.6073901262444,3548.0,1.313624298935861,zona_g,2023-09-11,806.3774207109849,711.0,13.414545810265105,2351.680980401128,2233.0,5.314867013037536,3323.8546272041385,2944.0,12.90267076101014
102,3638.5810157836936,3764.0,3.3320665307201485,zona_g,2023-09-12,789.4438058158896,571.0,38.256358286495555,2331.471712817576,2435.0,4.251675038292559,3215.314713830686,3006.0,6.9632306663568135
103,3698.4988338616713,3764.0,1.7402010132393384,zona_g,2023-09-12,720.7899855488351,571.0,26.232922162668153,2448.225685002512,2435.0,0.5431492814173269,3143.746842399782,3006.0,4.5823966200858965
104,3567.823049149789,3764.0,5.211927493363739,zona_g,2023-09-12,697.6252031251397,571.0,22.176042578833574,2405.523522397793,2435.0,1.2105329610762656,3077.661336636104,3006.0,2.3839433345343943
105,3647.1656861436286,3764.0,3.103993460583725,zona_g,2023-09-12,681.0088321848152,571.0,19.26599512868918,2356.9609914889993,2435.0,3.2048874131827803,3008.937523819841,3006.0,0.09772201662810585
106,3689.026604498426,3764.0,1.9918542906900645,zona_g,2023-09-12,607.2819574498739,571.0,6.354108134829047,2399.8330171899042,2435.0,1.4442292735152262,2937.8360531480766,3006.0,2.267596368992793
107,3613.560424434913,3764.0,3.996800626065014,zona_g,2023-09-12,641.5342159797943,571.0,12.352752360734561,2307.847392075178,2435.0,5.221873015393099,2864.214885007116,3006.0,4.716737025711371
100,3047.3386941870986,2618.0,16.399491756573664,zona_h,2023-09-11,430.3746631771817,333.0,29.24164059374825,2192.6640065768916,1783.0,22.976108052545797,2699.6578231983644,2116.0,27.58307292997942
101,2876.3688387444645,2618.0,9.868939600628895,zona_h,2023-09-11,514.8723564516429,333.0,54.616323258751606,2220.3092172564557,1783.0,24.526596593183157,2621.0721246790126,2116.0,23.86919303776052
102,2947.810152221544,3144.0,6.240135107457257,zona_h,2023-09-12,428.09790618158667,405.0,5.70318671150288,2143.6087476730436,2159.0,0.7128880188493015,2733.032478259737,2564.0,6.592530353343886
103,3061.489372151099,3144.0,2.624383837433241,zona_h,2023-09-12,462.8640627354996,405.0,14.287422897654222,2100.691509400091,2159.0,2.700717489574292,2481.2842639512055,2564.0,3.2260427476128903
104,2914.8636495468845,3144.0,7.288051859195785,zona_h,2023-09-12,418.02469353923584,405.0,3.215973713391566,2115.6274529761376,2159.0,2.008918342930169,2536.013800932823,2564.0,1.091505423836858
105,2895.8953008792796,3144.0,7.891370837173041,zona_h,2023-09-12,331.1981813062864,405.0,18.222671282398416,2140.883200788502,2159.0,0.8391291899721117,2446.7357185014016,2564.0,4.573489918042059
106,3233.4397294646824,3144.0,2.8447751101998215,zona_h,2023-09-12,388.51289047441674,405.0,4.070891240884757,2179.2387042603123,2159.0,0.9374110356791229,2604.4340601612325,2564.0,1.5769914259451068
107,3202.1717656478777,3144.0,1.8502469989782981,zona_h,2023-09-12,300.4599405114288,405.0,25.812360367548447,2217.5615014935665,2159.0,2.7124363822865467,2545.4758327025443,2564.0,0.7224714234577119
